brand,market,fx_year,concatenate,cbht_report_source,brand_league,source_of_truth,notes,status,added_by,added_at
Brooklyn Brewery,Poland,2025,Brooklyn Brewery_Poland_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Brooklyn Brewery,Sweden,2024,Brooklyn Brewery_Sweden_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Brooklyn Brewery,Sweden,2025,Brooklyn Brewery_Sweden_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Brooklyn Brewery,Switzerland,2024,Brooklyn Brewery_Switzerland_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Brooklyn Brewery,Switzerland,2025,Brooklyn Brewery_Switzerland_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Brooklyn Brewery,United Kingdom,2024,Brooklyn Brewery_United Kingdom_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Brooklyn Brewery,United Kingdom,2025,Brooklyn Brewery_United Kingdom_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
CAMA,Malaysia,2024,CAMA_Malaysia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
CAMA,Malaysia,2025,CAMA_Malaysia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Cardinal,Switzerland,2024,Cardinal_Switzerland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Cardinal,Switzerland,2025,Cardinal_Switzerland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Albania,2024,Carlsberg_Albania_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Albania,2025,Carlsberg_Albania_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Azerbaijan,2024,Carlsberg_Azerbaijan_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Azerbaijan,2025,Carlsberg_Azerbaijan_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,,,,
Carlsberg,Belgium,2024,Carlsberg_Belgium_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Belgium,2025,Carlsberg_Belgium_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Carlsberg,Bulgaria,2024,Carlsberg_Bulgaria_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Bulgaria,2025,Carlsberg_Bulgaria_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Cambodia,2024,Carlsberg_Cambodia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Cambodia,2025,Carlsberg_Cambodia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Canada,2024,Carlsberg_Canada_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Canada,2025,Carlsberg_Canada_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,China,2023,Carlsberg_China_2023,FY23 C-BHT,Scaler,Carlsberg Insights Hub,for Q4 only; in Beer study,,,
Carlsberg,China,2024,Carlsberg_China_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,China,2025,Carlsberg_China_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In China FY24 study,,,
Carlsberg,Croatia,2024,Carlsberg_Croatia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Croatia,2025,Carlsberg_Croatia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Denmark,2024,Carlsberg_Denmark_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Denmark,2025,Carlsberg_Denmark_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Egypt,2024,Carlsberg_Egypt_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Egypt,2025,Carlsberg_Egypt_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Estonia,2024,Carlsberg_Estonia_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Estonia,2025,Carlsberg_Estonia_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Finland,2025,Carlsberg_Finland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,France,2024,Carlsberg_France_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,France,2025,Carlsberg_France_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Germany,2024,Carlsberg_Germany_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Germany,2025,Carlsberg_Germany_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Greece,2024,Carlsberg_Greece_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Greece,2025,Carlsberg_Greece_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Hong Kong,2024,Carlsberg_Hong Kong_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Hong Kong,2025,Carlsberg_Hong Kong_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Hungary,2024,Carlsberg_Hungary_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Hungary,2025,Carlsberg_Hungary_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,India,2024,Carlsberg_India_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,India,2025,Carlsberg_India_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Latvia,2024,Carlsberg_Latvia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Latvia,2025,Carlsberg_Latvia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Malaysia,2024,Carlsberg_Malaysia_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Malaysia,2025,Carlsberg_Malaysia_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Montenegro,2024,Carlsberg_Montenegro_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Montenegro,2025,Carlsberg_Montenegro_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Norway,2025,Carlsberg_Norway_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Poland,2024,Carlsberg_Poland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Poland,2025,Carlsberg_Poland_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Saudi Arabia,2024,Carlsberg_Saudi Arabia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Carlsberg,Saudi Arabia,2025,Carlsberg_Saudi Arabia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In Cold Beverages study,,,
Carlsberg,Serbia,2024,Carlsberg_Serbia_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Serbia,2025,Carlsberg_Serbia_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Singapore,2024,Carlsberg_Singapore_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Singapore,2025,Carlsberg_Singapore_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,South Korea,2024,Carlsberg_South Korea_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,South Korea,2025,Carlsberg_South Korea_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Sweden,2024,Carlsberg_Sweden_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Sweden,2025,Carlsberg_Sweden_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Ukraine,2024,Carlsberg_Ukraine_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Ukraine,2025,Carlsberg_Ukraine_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,United Kingdom,2024,Carlsberg_United Kingdom_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,United Kingdom,2025,Carlsberg_United Kingdom_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Vietnam,2024,Carlsberg_Vietnam_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Carlsberg,Vietnam,2025,Carlsberg_Vietnam_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Chongqing,China,2023,Chongqing_China_2023,FY23 C-BHT,Lead,Carlsberg Insights Hub,for Q4 only; in Beer study,,,
Chongqing,China,2024,Chongqing_China_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Chongqing,China,2025,Chongqing_China_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In China FY24 study,,,
Cocktail Collective,Sweden,2024,Cocktail Collective_Sweden_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Cocktail Collective,Sweden,2025,Cocktail Collective_Sweden_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In RTD study,,,
Connor's,Malaysia,2024,Connor's_Malaysia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Connor's,Malaysia,2025,Connor's_Malaysia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Connor's,Singapore,2024,Connor's_Singapore_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Connor's,Singapore,2025,Connor's_Singapore_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Connors,Malaysia,2024,Connors_Malaysia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Connors,Malaysia,2025,Connors_Malaysia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Connors,Singapore,2024,Connors_Singapore_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Connors,Singapore,2025,Connors_Singapore_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Crisp,Finland,2024,Crisp_Finland_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Crisp,Finland,2025,Crisp_Finland_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In Long Drinks Study,,,
Crowmoor,Finland,2024,Crowmoor_Finland_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beyond Beer study,,,
Crowmoor,Finland,2025,Crowmoor_Finland_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,,,,
Crowmoor,Norway,2024,Crowmoor_Norway_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Crowmoor,Norway,2025,Crowmoor_Norway_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Dali,China,2024,Dali_China_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Dali,China,2025,Dali_China_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In China FY24 study,,,
Dlight,Latvia,2024,Dlight_Latvia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Dlight,Latvia,2025,Dlight_Latvia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,,,,
Dolcelini,Ukraine,2024,Dolcelini_Ukraine_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Dolcelini,Ukraine,2025,Dolcelini_Ukraine_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Ducasse,France,2024,Ducasse_France_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Ducasse,France,2025,Ducasse_France_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Erdinger,Sweden,2024,Erdinger_Sweden_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Erdinger,Sweden,2025,Erdinger_Sweden_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Eriksberg,Sweden,2024,Eriksberg_Sweden_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Eriksberg,Sweden,2025,Eriksberg_Sweden_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Eve,Switzerland,2024,Eve_Switzerland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beyond Beer study,,,
Eve,Switzerland,2025,Eve_Switzerland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beyond Beer study,,,
Falcon,Sweden,2024,Falcon_Sweden_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Falcon,Sweden,2025,Falcon_Sweden_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Farris,Norway,2024,Farris_Norway_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Farris,Norway,2025,Farris_Norway_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Feldschl¬össchen,Switzerland,2024,Feldschl¬össchen_Switzerland_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Feldschl¬össchen,Switzerland,2025,Feldschl¬össchen_Switzerland_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Feldschlösschen,Switzerland,2024,Feldschlösschen_Switzerland_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Feldschlösschen,Switzerland,2025,Feldschlösschen_Switzerland_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Festis,Sweden,2024,Festis_Sweden_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Festis,Sweden,2025,Festis_Sweden_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Fix,Greece,2024,Fix_Greece_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Fix,Greece,2025,Fix_Greece_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Flash Up,Kazakhstan,2024,Flash Up_Kazakhstan_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Flash Up,Kazakhstan,2025,Flash Up_Kazakhstan_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Frydenlund,Estonia,2024,Frydenlund_Estonia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Frydenlund,Estonia,2025,Frydenlund_Estonia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Frydenlund,Norway,2024,Frydenlund_Norway_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Frydenlund,Norway,2025,Frydenlund_Norway_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Garage,Bulgaria,2024,Garage_Bulgaria_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Garage,Bulgaria,2025,Garage_Bulgaria_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Garage,Canada,2024,Garage_Canada_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Cider study,,,
Garage,Canada,2025,Garage_Canada_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Cider study,,,
Garage,Estonia,2024,Garage_Estonia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Garage,Estonia,2025,Garage_Estonia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Garage,Finland,2024,Garage_Finland_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Long Drinks study,,,
Garage,Finland,2025,Garage_Finland_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In Long Drinks Study,,,
Garage,Hungary,2024,Garage_Hungary_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Garage,Hungary,2025,Garage_Hungary_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Garage,Latvia,2024,Garage_Latvia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Garage,Latvia,2025,Garage_Latvia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Garage,Lithuania,2024,Garage_Lithuania_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Garage,Lithuania,2025,Garage_Lithuania_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Garage,Poland,2024,Garage_Poland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beyond Beer study,,,
Garage,Poland,2025,Garage_Poland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Poland FY24 study,,,
Garage,Sweden,2025,Garage_Sweden_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In RTD study,,,
Garage,Ukraine,2024,Garage_Ukraine_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beyond Beer study,,,
Garage,Ukraine,2025,Garage_Ukraine_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Beer Study,,,
Grimbergen,Denmark,2024,Grimbergen_Denmark_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Grimbergen,Denmark,2025,Grimbergen_Denmark_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Grimbergen,France,2024,Grimbergen_France_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Grimbergen,France,2025,Grimbergen_France_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Grimbergen,Italy,2024,Grimbergen_Italy_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Grimbergen,Italy,2025,Grimbergen_Italy_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Grimbergen,Switzerland,2024,Grimbergen_Switzerland_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Grimbergen,Switzerland,2025,Grimbergen_Switzerland_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Grimbergen,Ukraine,2024,Grimbergen_Ukraine_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Grimbergen,Ukraine,2025,Grimbergen_Ukraine_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Guinness,Cambodia,2024,Guinness_Cambodia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,,,,
Guinness,Cambodia,2025,Guinness_Cambodia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,,,,
Guinness,France,2024,Guinness_France_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Guinness,France,2025,Guinness_France_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,,,,
Guinness,Greece,2024,Guinness_Greece_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Guinness,Greece,2025,Guinness_Greece_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Guinness,Hong Kong,2024,Guinness_Hong Kong_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Guinness,Hong Kong,2025,Guinness_Hong Kong_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Guinness,Norway,2024,Guinness_Norway_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Guinness,Norway,2025,Guinness_Norway_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Guinness,Poland,2024,Guinness_Poland_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Guinness,Poland,2025,Guinness_Poland_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Guinness,Sweden,2024,Guinness_Sweden_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Guinness,Sweden,2025,Guinness_Sweden_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Guinness,Switzerland,2024,Guinness_Switzerland_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Guinness,Switzerland,2025,Guinness_Switzerland_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Guinness,Ukraine,2024,Guinness_Ukraine_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Guinness,Ukraine,2025,Guinness_Ukraine_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Halida,Vietnam,2024,Halida_Vietnam_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Halida,Vietnam,2025,Halida_Vietnam_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Harna_,Poland,2024,Harna__Poland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Harna_,Poland,2025,Harna__Poland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Poland FY24 study,,,
Harnas,Poland,2024,Harnas_Poland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Harnas,Poland,2025,Harnas_Poland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Poland FY24 study,,,
Harna_,Poland,2024,Harna__Poland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Harna_,Poland,2025,Harna__Poland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Poland FY24 study,,,
Henninger,Greece,2024,Henninger_Greece_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Henninger,Greece,2025,Henninger_Greece_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Hobgoblin,United Kingdom,2024,Hobgoblin_United Kingdom_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Hobgoblin,United Kingdom,2025,Hobgoblin_United Kingdom_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Holsten,Germany,2024,Holsten_Germany_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Holsten,Germany,2025,Holsten_Germany_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Holsten,Saudi Arabia,2024,Holsten_Saudi Arabia_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Holsten,Saudi Arabia,2025,Holsten_Saudi Arabia_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Holsten,Ukraine,2024,Holsten_Ukraine_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Holsten,Ukraine,2025,Holsten_Ukraine_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Huda,Vietnam,2024,Huda_Vietnam_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Huda,Vietnam,2025,Huda_Vietnam_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Imsdal,Norway,2024,Imsdal_Norway_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Imsdal,Norway,2025,Imsdal_Norway_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Imsdal,Sweden,2025,Imsdal_Sweden_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In Bottled Water Study,,,
Jacobsen,Denmark,2024,Jacobsen_Denmark_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Jacobsen,Denmark,2025,Jacobsen_Denmark_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Jing A,China,2024,Jing A_China_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Jing A,China,2025,Jing A_China_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Jolly Shandy,China,2024,Jolly Shandy_China_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Jolly Shandy,China,2025,Jolly Shandy_China_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Julebrus,Norway,2025,Julebrus_Norway_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
JustDrink,Switzerland,2024,JustDrink_Switzerland_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
JustDrink,Switzerland,2025,JustDrink_Switzerland_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Kaiser,Greece,2024,Kaiser_Greece_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Kaiser,Greece,2025,Kaiser_Greece_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Karhu,Finland,2024,Karhu_Finland_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Karhu,Finland,2025,Karhu_Finland_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Karl Friedrich,Estonia,2024,Karl Friedrich_Estonia_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Karl Friedrich,Estonia,2025,Karl Friedrich_Estonia_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
