brand,market,fx_year,concatenate,cbht_report_source,brand_league,source_of_truth,notes,status,added_by,added_at
Kasztelan,Poland,2024,Kasztelan_Poland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Kasztelan,Poland,2025,Kasztelan_Poland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Poland FY24 study,,,
KOFF,Estonia,2024,KOFF_Estonia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
KOFF,Estonia,2025,KOFF_Estonia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
KOFF,Finland,2024,KOFF_Finland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Long Drinks study,,,
KOFF,Finland,2025,KOFF_Finland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Long Drinks study,,,
KOFF,Sweden,2024,KOFF_Sweden_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Koff,Sweden,2025,Koff_Sweden_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
KOFF LD,Finland,2024,KOFF LD_Finland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Long Drinks study,,,
KOFF LD,Finland,2025,KOFF LD_Finland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Long Drinks Study,,,
Koff Long Drink,Estonia,2024,Koff Long Drink_Estonia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Koff Long Drink,Finland,2024,Koff Long Drink_Finland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Long Drinks study,,,
Koff Long Drink,Finland,2025,Koff Long Drink_Finland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Long Drinks Study,,,
Koff Long Drink,Sweden,2025,Koff Long Drink_Sweden_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Kronenbourg,Lithuania,2025,Kronenbourg_Lithuania_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Kul Ice,Azerbaijan,2024,Kul Ice_Azerbaijan_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Kul Ice,Azerbaijan,2025,Kul Ice_Azerbaijan_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Kvas Taras,Ukraine,2024,Kvas Taras_Ukraine_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Kvas Taras,Ukraine,2025,Kvas Taras_Ukraine_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
L¬übzer,Germany,2024,L¬übzer_Germany_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
La B¬ête,France,2024,La B¬ête_France_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
La B¬ête,France,2025,La B¬ête_France_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
La Bête,France,2024,La Bête_France_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
La Bête,France,2025,La Bête_France_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Laker,Canada,2024,Laker_Canada_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Laker,Canada,2025,Laker_Canada_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Landshark,Canada,2024,Landshark_Canada_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Landshark,Canada,2025,Landshark_Canada_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
LAV,Bosnia and Herzegovina,2024,LAV_Bosnia and Herzegovina_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
LAV,Bosnia and Herzegovina,2025,LAV_Bosnia and Herzegovina_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
LAV,Montenegro,2025,LAV_Montenegro_2025,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
LAV,Serbia,2024,LAV_Serbia_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
LAV,Serbia,2025,LAV_Serbia_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Lübzer,Germany,2024,Lübzer_Germany_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Lübzer,Germany,2025,Lübzer_Germany_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Lvivarnya,Ukraine,2025,Lvivarnya_Ukraine_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Lvivske,Ukraine,2024,Lvivske_Ukraine_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Lvivske,Ukraine,2025,Lvivske_Ukraine_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,,,,
Mezpils,Latvia,2024,Mezpils_Latvia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Mezpils,Latvia,2025,Mezpils_Latvia_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Me_pils,Latvia,2024,Me_pils_Latvia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Me_pils,Latvia,2025,Me_pils_Latvia_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Miller,Ukraine,2024,Miller_Ukraine_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Miller,Ukraine,2025,Miller_Ukraine_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Moussy,Egypt,2024,Moussy_Egypt_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,from 2024 W1 Cold Beverages study as couldn't find FY23,,,
Moussy,Egypt,2025,Moussy_Egypt_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Moussy,Saudi Arabia,2024,Moussy_Saudi Arabia_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beyond Beer study,,,
Moussy,Saudi Arabia,2025,Moussy_Saudi Arabia_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beyond Beer study,,,
Munkholm,Norway,2024,Munkholm_Norway_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Munkholm,Norway,2025,Munkholm_Norway_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Mythos,Greece,2024,Mythos_Greece_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Mythos,Greece,2025,Mythos_Greece_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Mythos,Sweden,2024,Mythos_Sweden_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Mythos,Sweden,2025,Mythos_Sweden_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Nissos,Greece,2024,Nissos_Greece_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Nissos,Greece,2025,Nissos_Greece_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Nya Carnegie Bryggeriet,Sweden,2024,Nya Carnegie Bryggeriet_Sweden_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Nya Carnegie Bryggeriet,Sweden,2025,Nya Carnegie Bryggeriet_Sweden_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Nya Carnegiebryggeriet,Sweden,2024,Nya Carnegiebryggeriet_Sweden_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Nya Carnegiebryggeriet,Sweden,2025,Nya Carnegiebryggeriet_Sweden_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
OK Beer,Croatia,2025,OK Beer_Croatia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
OK Beer,France,2025,OK Beer_France_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
OK Beer,Singapore,2025,OK Beer_Singapore_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Okocim,Poland,2024,Okocim_Poland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Okocim,Poland,2025,Okocim_Poland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Olympic Brewery,Greece,2024,Olympic Brewery_Greece_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Olympic Brewery,Greece,2025,Olympic Brewery_Greece_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Pan,Croatia,2024,Pan_Croatia_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Pan,Croatia,2025,Pan_Croatia_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Pepsi,Cambodia,2024,Pepsi_Cambodia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Pepsi,Cambodia,2025,Pepsi_Cambodia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Pepsi,Denmark,2025,Pepsi_Denmark_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,In CSD Study,,,
Pepsi,Sweden,2025,Pepsi_Sweden_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In CSD Study,,,
Pepsi,Switzerland,2024,Pepsi_Switzerland_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Pepsi,Switzerland,2025,Pepsi_Switzerland_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Piast,Poland,2024,Piast_Poland_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Piast,Poland,2025,Piast_Poland_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Pirinsko,Bulgaria,2024,Pirinsko_Bulgaria_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Pirinsko,Bulgaria,2025,Pirinsko_Bulgaria_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Pripps Bl¬å,Sweden,2024,Pripps Bl¬å_Sweden_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Pripps Bl¬å,Sweden,2025,Pripps Bl¬å_Sweden_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Pripps Blå,Sweden,2024,Pripps Blå_Sweden_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Pripps Blå,Sweden,2025,Pripps Blå_Sweden_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Raml¬ösa,Sweden,2024,Raml¬ösa_Sweden_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,In Bottled Water Study,,,
Raml¬ösa,Sweden,2025,Raml¬ösa_Sweden_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,In Bottled Water Study,,,
Ramlösa,Sweden,2024,Ramlösa_Sweden_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,In Bottled Water Study,,,
Ramlösa,Sweden,2025,Ramlösa_Sweden_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,In Bottled Water Study,,,
Red Brick,Lithuania,2024,Red Brick_Lithuania_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Red Brick,Lithuania,2025,Red Brick_Lithuania_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Ringnes,Norway,2024,Ringnes_Norway_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Ringnes,Norway,2025,Ringnes_Norway_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,not tracked in C-BHT,,,
Rock,Estonia,2024,Rock_Estonia_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Rock,Estonia,2025,Rock_Estonia_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Saku,Estonia,2024,Saku_Estonia_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beyond Beer study,,,
Saku,Estonia,2025,Saku_Estonia_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beyond Beer study,,,
San Miguel,United Kingdom,2024,San Miguel_United Kingdom_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
San Miguel,United Kingdom,2025,San Miguel_United Kingdom_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Sapporo,Hong Kong,2024,Sapporo_Hong Kong_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Sapporo,Hong Kong,2025,Sapporo_Hong Kong_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Sapporo,Malaysia,2024,Sapporo_Malaysia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Sapporo,Malaysia,2025,Sapporo_Malaysia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Schous,Norway,2024,Schous_Norway_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Schous,Norway,2025,Schous_Norway_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Schweppes,Denmark,2024,Schweppes_Denmark_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Schweppes,Denmark,2025,Schweppes_Denmark_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In CSD Study,,,
Schweppes,Finland,2024,Schweppes_Finland_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Schweppes,Finland,2025,Schweppes_Finland_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Schweppes,Norway,2024,Schweppes_Norway_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Schweppes,Norway,2025,Schweppes_Norway_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Schweppes,Sweden,2024,Schweppes_Sweden_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Schweppes,Sweden,2025,Schweppes_Sweden_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Seagram,Canada,2024,Seagram_Canada_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Cider study,,,
Seagram,Canada,2025,Seagram_Canada_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Cider study,,,
Shumensko,Bulgaria,2024,Shumensko_Bulgaria_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Shumensko,Bulgaria,2025,Shumensko_Bulgaria_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Shumensko,Cambodia,2024,Shumensko_Cambodia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Shumensko,Cambodia,2025,Shumensko_Cambodia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Singha,Cambodia,2024,Singha_Cambodia_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Singha,Cambodia,2025,Singha_Cambodia_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Market Study,,,
SKOL,Malaysia,2024,SKOL_Malaysia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
SKOL,Malaysia,2025,SKOL_Malaysia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Solo,Norway,2024,Solo_Norway_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Solo,Norway,2025,Solo_Norway_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Albania,2024,Somersby_Albania_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Albania,2025,Somersby_Albania_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Bulgaria,2024,Somersby_Bulgaria_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Bulgaria,2025,Somersby_Bulgaria_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Cambodia,2024,Somersby_Cambodia_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Cambodia,2025,Somersby_Cambodia_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Canada,2024,Somersby_Canada_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Cider study,,,
Somersby,Canada,2025,Somersby_Canada_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,China,2024,Somersby_China_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,China,2025,Somersby_China_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Croatia,2024,Somersby_Croatia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Croatia,2025,Somersby_Croatia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Denmark,2024,Somersby_Denmark_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Denmark,2025,Somersby_Denmark_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Estonia,2024,Somersby_Estonia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Estonia,2025,Somersby_Estonia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Finland,2024,Somersby_Finland_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Finland,2025,Somersby_Finland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Somersby,France,2024,Somersby_France_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,France,2025,Somersby_France_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Germany,2024,Somersby_Germany_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Germany,2025,Somersby_Germany_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Greece,2024,Somersby_Greece_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Cider study,,,
Somersby,Greece,2025,Somersby_Greece_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Hong Kong,2024,Somersby_Hong Kong_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Hong Kong,2025,Somersby_Hong Kong_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in the Beer Study,,,
Somersby,Hungary,2024,Somersby_Hungary_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Hungary,2025,Somersby_Hungary_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Latvia,2025,Somersby_Latvia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Malaysia,2024,Somersby_Malaysia_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Malaysia,2025,Somersby_Malaysia_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Montenegro,2024,Somersby_Montenegro_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Montenegro,2025,Somersby_Montenegro_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Norway,2024,Somersby_Norway_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Norway,2025,Somersby_Norway_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Poland,2024,Somersby_Poland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Poland,2025,Somersby_Poland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Poland FY24 study,,,
Somersby,Serbia,2024,Somersby_Serbia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Serbia,2025,Somersby_Serbia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Singapore,2024,Somersby_Singapore_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Singapore,2025,Somersby_Singapore_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,South Korea,2024,Somersby_South Korea_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,South Korea,2025,Somersby_South Korea_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,,,,
Somersby,Sweden,2024,Somersby_Sweden_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Cider study,,,
Somersby,Sweden,2025,Somersby_Sweden_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,In Cider study,,,
Somersby,Switzerland,2024,Somersby_Switzerland_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Switzerland,2025,Somersby_Switzerland_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,In Beer Study,,,
Somersby,Ukraine,2025,Somersby_Ukraine_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Somersby,Vietnam,2024,Somersby_Vietnam_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Somersby,Vietnam,2025,Somersby_Vietnam_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beyond Beer study,,,
Staropramen,Finland,2024,Staropramen_Finland_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Staropramen,Finland,2025,Staropramen_Finland_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Staropramen,Sweden,2024,Staropramen_Sweden_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Staropramen,Sweden,2025,Staropramen_Sweden_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Staropramen,Ukraine,2024,Staropramen_Ukraine_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Staropramen,Ukraine,2025,Staropramen_Ukraine_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Sting,Cambodia,2024,Sting_Cambodia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Sting,Cambodia,2025,Sting_Cambodia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Super Bock,Switzerland,2024,Super Bock_Switzerland_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Super Bock,Switzerland,2025,Super Bock_Switzerland_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
_vyturys,Lithuania,2024,_vyturys_Lithuania_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
_vyturys,Lithuania,2025,_vyturys_Lithuania_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Svyturys,Lithuania,2024,Svyturys_Lithuania_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Svyturys,Lithuania,2025,Svyturys_Lithuania_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
_vyturys,Lithuania,2024,_vyturys_Lithuania_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
_vyturys,Lithuania,2025,_vyturys_Lithuania_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
_vyturys Ekstra,Lithuania,2024,_vyturys Ekstra_Lithuania_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
_vyturys Ekstra,Lithuania,2025,_vyturys Ekstra_Lithuania_2025,FY24 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Sweden,Apotekarnes,2025,Sweden_Apotekarnes_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in CSD study,,,
Sweden,Schweppes,2025,Sweden_Schweppes_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tianmuhu,China,2023,Tianmuhu_China_2023,FY23 C-BHT,Lead,Carlsberg Insights Hub,for Q4 only; in Beer study,,,
Tianmuhu,China,2024,Tianmuhu_China_2024,FY23 C-BHT,Lead,Carlsberg Insights Hub,in Beer study,,,
Tianmuhu,China,2025,Tianmuhu_China_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,In China FY24 study,,,
Tourtel,France,2024,Tourtel_France_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tourtel,France,2025,Tourtel_France_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,,,,
Tourtel,Serbia,2024,Tourtel_Serbia_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tourtel,Serbia,2025,Tourtel_Serbia_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tuborg,Albania,2024,Tuborg_Albania_2024,FY23 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tuborg,Albania,2025,Tuborg_Albania_2025,FY24 C-BHT,N/A,Carlsberg Insights Hub,not tracked in C-BHT,,,
Tuborg,Azerbaijan,2024,Tuborg_Azerbaijan_2024,FY23 C-BHT,Pioneer,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Azerbaijan,2025,Tuborg_Azerbaijan_2025,FY24 C-BHT,Pioneer,Carlsberg Insights Hub,,,,
Tuborg,Bulgaria,2024,Tuborg_Bulgaria_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,Bulgaria,2025,Tuborg_Bulgaria_2025,FY24 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
Tuborg,China,2023,Tuborg_China_2023,FY23 C-BHT,Scaler,Carlsberg Insights Hub,for Q4 only; in Beer study,,,
Tuborg,China,2024,Tuborg_China_2024,FY23 C-BHT,Scaler,Carlsberg Insights Hub,in Beer study,,,
